"Total_Orders","Total_Quantity","Total_Revenue","Avg_Discount","Avg_Profit","Avg_Shipping","Recency"
1,1,211,0.4,122.6,12.3,348
1,1,211,0.2,128.9,12.9,168
1,1,34,0.4,34,3.4,0
1,2,248,0.2,34.1,3.4,65
1,1,133,0.2,50.3,5,69
1,3,654,0.5,105.3,10.5,99
2,7,929,0.4,44.35,4.45,117
2,5,684,0.3,50.5,5.05,103
2,6,1113,0.2,72.05,7.2,11
1,5,980,0.4,76.8,7.7,84
1,1,109,0.5,23.6,2.4,196
1,3,639,0.4,107.4,10.7,187
1,4,852,0.1,124.5,12.4,42
1,1,34,0.2,17,1.7,30
2,7,974,0.4,61.55,6.15,167
2,4,400,0.25,32.25,3.25,103
1,1,248,0.1,165.5,16.6,222
1,3,399,0.4,37,3.7,259
1,1,228,0.3,134.3,13.4,214
1,3,744,0.1,160.6,16.1,45
2,7,1046,0.4,69.1,6.95,168
1,3,255,0.5,28.3,2.8,306
1,2,448,0.5,121.6,12.2,109
1,3,477,0.2,69.5,6.9,38
1,4,636,0.4,53.6,5.4,233
1,5,795,0.1,71.1,7.1,340
1,3,654,0.1,131.5,13.1,169
1,3,633,0.4,105.7,10.6,261
2,10,1020,0.4,19.1,1.9,38
2,2,137,0.25,51.75,5.2,67
1,1,228,0.2,145.7,14.6,183
1,1,124,0.2,41.5,4.2,170
2,5,236,0.2,14.05,1.4,0
1,4,784,0.4,84.6,8.5,70
1,2,140,0.1,35,3.5,294
1,5,1055,0.4,88.8,8.9,171
1,1,133,0.3,46.4,4.6,159
3,6,1195,0.3,69.4333333333333,6.93333333333333,23
1,1,70,0.3,35,3.5,330
2,2,375,0.4,92.75,9.25,27
1,3,255,0.2,28.3,2.8,302
1,3,633,0.4,105.7,10.6,135
1,4,896,0.3,117.1,11.7,7
1,1,133,0.4,47.7,4.8,157
1,4,844,0.2,122.6,12.3,218
1,4,912,0.4,111.5,11.2,236
1,2,170,0.4,42.5,4.3,165
1,1,216,0.3,123,12.3,0
1,1,224,0.3,137.3,13.7,96
1,2,426,0.4,116,11.6,187
2,3,218,0.4,56.5,5.65,145
1,1,218,0.1,135.8,13.6,36
1,3,327,0.2,22.5,2.2,235
1,3,648,0.3,116.6,11.7,245
2,7,1484,0.2,113.6,11.35,28
3,8,1398,0.233333333333333,69.6,6.96666666666667,72
1,3,357,0.3,28.3,2.8,106
1,1,70,0.1,70,7,329
1,1,124,0.1,42.8,4.3,253
1,4,912,0.3,102.4,10.2,96
1,1,133,0.2,51.7,5.2,194
1,1,109,0.3,19.2,1.9,233
1,1,124,0.3,36.6,3.7,39
1,1,109,0.5,23.6,2.4,40
2,5,170,0.3,9.9,1,151
1,4,864,0.3,92.8,9.3,153
2,4,334,0.2,37,3.7,93
1,3,744,0.3,145.7,14.6,250
1,3,672,0.4,117.1,11.7,124
1,2,422,0.5,109.9,11,169
2,4,829,0.35,115.45,11.55,63
2,7,1551,0.25,136.8,13.65,51
2,5,822,0.35,80.4,8.05,54
3,10,1524,0.2,53.1666666666667,5.33333333333333,12
1,4,844,0.4,97.2,9.7,39
2,3,575,0.25,83,8.3,118
1,1,228,0.2,145.7,14.6,184
2,9,1452,0.25,66.65,6.7,9
1,4,476,0.2,34.2,3.4,245
1,1,109,0.4,24.6,2.5,137
2,2,290,0.4,93.6,9.35,114
2,2,203,0.15,60.15,6,94
1,4,280,0.3,17.5,1.8,237
1,5,1090,0.5,83.5,8.4,229
1,2,218,0.3,22.5,2.2,127
1,1,216,0.5,82,8.2,62
1,1,228,0.4,138.9,13.9,63
1,3,102,0.3,11.3,1.1,289
1,1,78,0.2,39,3.9,28
1,5,1120,0.5,88,8.8,150
1,3,744,0.2,153.1,15.3,243
1,2,248,0.5,31.6,3.2,118
1,3,744,0.2,153.1,15.3,230
1,1,34,0.3,6.8,0.7,42
1,2,392,0.5,96.4,9.6,37
1,5,170,0.3,6.8,0.7,191
1,4,340,0.2,21.3,2.1,44
1,4,636,0.5,47.2,4.7,147
1,5,425,0.5,17,1.7,94
3,11,749,0.333333333333333,9.93333333333333,0.966666666666667,81
1,4,896,0.3,117.1,11.7,356
1,1,228,0.1,136.6,13.7,211
1,1,228,0.3,125.2,12.5,146
1,5,545,0.1,23.6,2.4,243
1,5,595,0.3,9.3,0.9,347
1,1,78,0.3,78,7.8,116
1,1,133,0.4,26.4,2.6,124
1,2,170,0.3,42.5,4.3,232
1,1,67,0.2,67,6.7,362
2,7,966,0.2,75.5,7.55,38
1,5,1120,0.2,121.6,12.2,146
2,4,540,0.35,71.25,7.15,137
1,2,238,0.5,15.2,1.5,215
3,6,1101,0.3,67.3,6.7,1
1,4,784,0.4,84.6,8.5,173
1,2,496,0.1,163,16.3,78
1,1,124,0.2,42.8,4.3,309
1,2,170,0.4,42.5,4.3,223
1,3,648,0.4,110.1,11,14
1,1,34,0.2,17,1.7,245
1,1,216,0.2,114.4,11.4,139
1,4,912,0.2,138.9,13.9,173
2,3,672,0.3,128.65,12.85,65
2,5,1200,0.5,128,12.8,126
1,3,234,0.2,26,2.6,81
2,2,424,0.2,124.6,12.45,230
3,9,1374,0.166666666666667,87.5333333333333,8.76666666666667,133
1,3,648,0.2,123,12.3,303
2,6,1005,0.35,69.25,6.95,7
1,1,211,0.2,128.9,12.9,98
2,8,1723,0.2,115,11.5,120
2,7,1084,0.3,64.2,6.4,136
1,1,228,0.2,143.4,14.3,220
2,10,2060,0.3,95.1,9.55,348
2,7,1012,0.4,69.2,6.9,77
1,3,399,0.4,37,3.7,139
2,4,555,0.35,78.55,7.85,4
2,2,375,0.3,99.7,9.95,29
1,1,213,0.3,126.6,12.7,149
1,2,426,0.5,111.7,11.2,173
1,2,426,0.5,111.7,11.2,96
1,2,140,0.1,17.5,1.8,361
1,2,248,0.2,34.1,3.4,236
2,6,419,0.35,19.6,1.95,54
1,5,425,0.2,17,1.7,179
1,4,248,0.5,15.5,1.6,106
1,1,216,0.3,129.5,13,87
1,3,684,0.2,134.3,13.4,15
1,3,357,0.4,24.7,2.5,254
1,1,124,0.4,39,3.9,82
1,2,426,0.1,128.7,12.9,103
1,5,595,0.2,27.1,2.7,143
1,4,488,0.4,22.5,2.2,165
1,5,795,0.5,39.3,3.9,67
3,10,2111,0.333333333333333,105.7,10.5666666666667,101
1,3,684,0.5,113.8,11.4,22
2,2,344,0.2,86.45,8.65,300
1,1,34,0.2,34,3.4,103
1,3,654,0.3,118.4,11.8,10
1,1,133,0.3,45,4.5,117
1,2,448,0.2,135,13.5,153
1,1,228,0.2,143.4,14.3,139
1,4,636,0.2,66.3,6.6,232
2,5,779,0.35,77.6,7.75,65
2,5,789,0.3,69.2,6.9,70
1,2,426,0.5,111.7,11.2,177
2,9,1647,0.35,77.3,7.7,143
2,2,101,0.25,20.15,2.05,183
1,3,588,0.3,98.4,9.8,55
2,6,1281,0.4,107.9,10.8,137
1,1,67,0.3,33.5,3.4,57
1,2,496,0.4,148.2,14.8,124
1,3,357,0.3,28.3,2.8,13
2,3,275,0.2,37.8,3.8,184
1,5,610,0.1,35.9,3.6,244
4,9,1917,0.2,119.775,11.975,79
1,1,62,0.3,62,6.2,161
1,1,119,0.3,21.2,2.1,264
2,7,1536,0.2,123.5,12.35,8
1,4,896,0.3,117.1,11.7,119
1,3,744,0.3,145.7,14.6,249
2,6,468,0.2,24.8,2.45,132
1,2,496,0.5,143.2,14.3,358
1,1,62,0.5,62,6.2,140
2,6,729,0.15,36.85,3.7,109
1,5,390,0.4,15.6,1.6,225
2,6,1468,0.4,123.6,12.35,99
2,2,349,0.3,87.1,8.7,244
1,4,280,0.4,17.5,1.8,215
2,3,506,0.2,73.8,7.4,69
2,6,483,0.2,26.85,2.7,38
2,4,555,0.5,35.4,3.55,23
2,8,1384,0.25,76.5,7.65,57
2,6,1244,0.35,69.75,6.95,85
2,9,1187,0.45,51.9,5.15,6
1,1,228,0.4,102.4,10.2,55
1,1,67,0.2,13.4,1.3,59
1,5,665,0.4,26.4,2.6,116
1,1,248,0.2,153.1,15.3,160
1,1,228,0.3,141.2,14.1,343
1,3,366,0.3,31,3.1,196
1,1,124,0.2,39,3.9,8
1,5,310,0.3,12.4,1.2,0
1,1,67,0.3,13.4,1.3,140
1,1,228,0.4,129.8,13,55
1,5,610,0.1,35.9,3.6,151
2,9,1199,0.3,66.05,6.6,89
1,5,1240,0.2,143.2,14.3,178
1,1,122,0.1,40.8,4.1,154
1,2,156,0.4,19.5,2,38
1,2,456,0.3,134.3,13.4,59
1,3,633,0.3,112,11.2,102
1,2,238,0.3,31.9,3.2,36
1,1,70,0.3,35,3.5,103
1,5,1120,0.1,132.8,13.3,193
1,4,268,0.4,16.8,1.7,265
2,7,1062,0.15,69.65,6.95,136
2,3,186,0.4,46.5,4.65,77
1,4,872,0.1,129.3,12.9,260
3,5,908,0.266666666666667,98.3333333333333,9.8,14
2,10,560,0.25,11.2,1.15,91
1,5,310,0.5,12.4,1.2,0
1,3,366,0.4,27.4,2.7,113
1,5,310,0.4,12.4,1.2,227
2,4,883,0.35,117.7,11.75,79
2,7,1018,0.25,59.25,5.9,124
1,3,588,0.2,104.2,10.4,214
1,1,124,0.2,41.5,4.2,197
1,1,211,0.2,122.6,12.3,105
1,1,124,0.1,37.8,3.8,132
3,12,1448,0.233333333333333,46.0333333333333,4.56666666666667,69
1,2,422,0.1,122.6,12.3,162
1,1,224,0.4,117.1,11.7,90
1,2,266,0.5,26.4,2.6,362
1,2,392,0.1,112.1,11.2,229
2,2,335,0.25,79.8,8,45
1,1,124,0.4,34.1,3.4,109
1,1,119,0.2,37.8,3.8,295
1,4,312,0.2,19.5,2,12
1,2,432,0.4,101.4,10.1,359
2,9,1096,0.25,26.5,2.65,117
1,3,210,0.3,23.3,2.3,84
1,4,912,0.3,120.6,12.1,23
3,4,724,0.266666666666667,95.8666666666667,9.6,55
1,2,436,0.5,116.2,11.6,153
1,1,211,0.2,109.9,11,137
1,5,390,0.3,15.6,1.6,334
2,8,1678,0.3,99.3,9.9,52
1,1,228,0.3,125.2,12.5,42
1,1,216,0.3,103.6,10.4,118
2,6,754,0.5,35.15,3.5,82
1,2,124,0.5,31,3.1,218
2,7,966,0.3,69.35,6.9,87
1,4,496,0.3,19.2,1.9,176
1,1,228,0.5,136.6,13.7,228
2,8,1229,0.2,76.2,7.6,61
1,1,34,0.2,34,3.4,67
1,4,496,0.2,34.1,3.4,335
2,7,1127,0.2,77,7.7,45
1,3,648,0.1,129.5,13,108
1,3,672,0.4,117.1,11.7,65
2,2,179,0.25,20.95,2.1,82
1,3,399,0.4,37,3.7,28
2,3,444,0.4,67.65,6.75,24
3,8,1148,0.433333333333333,87.5,8.76666666666667,71
1,2,238,0.1,34.2,3.4,173
2,7,966,0.45,56.35,5.6,157
1,1,211,0.3,120.5,12,308
2,2,211,0.3,55.55,5.55,214
1,3,102,0.3,11.3,1.1,245
1,4,636,0.3,59.9,6,126
1,2,218,0.5,18.1,1.8,49
2,8,967,0.3,31.1,3.1,115
1,2,244,0.4,32.2,3.2,169
1,1,119,0.3,21.2,2.1,258
2,8,884,0.1,44.05,4.45,141
1,2,156,0.1,39,3.9,156
1,3,399,0.3,33.1,3.3,198
2,9,1276,0.2,72.55,7.3,23
1,5,425,0.5,17,1.7,89
2,5,1068,0.35,112.05,11.2,129
1,3,357,0.1,35.4,3.5,67
2,6,1114,0.3,68.8,6.9,1
1,1,211,0.2,126.8,12.7,170
2,5,824,0.2,84.65,8.45,80
1,2,124,0.1,31,3.1,0
2,4,433,0.4,28.6,2.9,165
2,6,867,0.3,69,6.9,36
2,5,536,0.5,63.75,6.35,154
2,6,1043,0.35,103.9,10.4,4
1,4,248,0.3,15.5,1.6,328
3,5,553,0.333333333333333,70.7,7.06666666666667,176
1,1,211,0.3,124.7,12.5,305
2,4,849,0.2,122.85,12.25,209
2,9,702,0.3,17.55,1.8,12
1,3,255,0.1,2.5,0.2,71
1,5,1065,0.5,79.8,8,42
2,5,410,0.45,17.65,1.75,181
2,2,200,0.35,40.6,4.1,74
1,2,218,0.5,18.1,1.8,30
1,2,266,0.2,42.4,4.2,99
2,4,516,0.5,46.15,4.6,215
1,1,34,0.2,6.8,0.7,162
1,3,102,0.2,11.3,1.1,63
1,2,244,0.2,37.1,3.7,113
2,4,620,0.25,98.6,9.9,54
1,1,70,0.4,70,7,30
1,4,136,0.4,8.5,0.9,81
1,3,102,0.2,11.3,1.1,71
1,3,201,0.4,22.3,2.2,111
2,6,1023,0.25,86.75,8.65,230
1,4,864,0.3,92.8,9.3,52
2,8,1274,0.3,65.7,6.55,39
1,5,1140,0.3,113.8,11.4,42
1,1,67,0.3,67,6.7,91
1,4,340,0.5,21.3,2.1,263
1,1,211,0.4,88.8,8.9,111
3,8,1232,0.3,82.8333333333333,8.26666666666667,74
1,1,228,0.3,141.2,14.1,230
2,3,608,0.25,112.75,11.25,108
2,4,762,0.35,95.9,9.6,67
1,3,201,0.3,22.3,2.2,13
1,3,234,0.3,26,2.6,120
3,14,1774,0.333333333333333,42.9333333333333,4.26666666666667,150
1,2,266,0.1,47.7,4.8,322
1,1,196,0.2,104.2,10.4,158
1,4,784,0.1,108.2,10.8,247
1,3,234,0.2,26,2.6,316
1,1,122,0.5,35.9,3.6,146
2,3,588,0.35,107.2,10.7,70
2,6,761,0.25,73.25,7.35,113
1,3,357,0.3,28.3,2.8,158
1,5,620,0.2,31.6,3.2,144
1,2,140,0.5,35,3.5,216
1,1,159,0.5,71.1,7.1,249
1,1,228,0.4,138.9,13.9,103
1,2,156,0.3,39,3.9,293
1,1,124,0.3,37.8,3.8,13
1,1,216,0.3,123,12.3,321
3,6,1225,0.3,96.7666666666667,9.66666666666667,22
1,1,248,0.1,165.5,16.6,308
1,3,633,0.3,99.4,9.9,243
1,2,244,0.1,39.6,4,38
1,5,595,0.4,15.2,1.5,210
3,10,2268,0.266666666666667,125.966666666667,12.6,8
1,2,456,0.3,120.6,12.1,153
1,4,896,0.3,117.1,11.7,125
1,1,119,0.4,34.2,3.4,285
3,3,324,0.266666666666667,52.1,5.2,131
1,3,210,0.2,23.3,2.3,167
2,6,1099,0.3,53.9,5.4,114
1,4,896,0.3,117.1,11.7,250
1,5,1055,0.2,120.5,12,178
2,6,468,0.35,17.5,1.75,32
1,2,448,0.5,121.6,12.2,9
1,4,436,0.2,20.3,2,362
1,1,34,0.4,34,3.4,223
1,1,211,0.2,126.8,12.7,76
1,1,62,0.2,62,6.2,306
1,3,477,0.3,64.7,6.5,5
1,2,318,0.5,63.1,6.3,39
1,2,134,0.5,33.5,3.4,50
1,3,633,0.3,112,11.2,299
1,3,648,0.1,129.5,13,205
1,4,340,0.4,21.3,2.1,157
1,1,216,0.3,114.4,11.4,45
1,1,228,0.3,141.2,14.1,210
1,4,872,0.4,103.1,10.3,33
1,1,248,0.5,155.6,15.6,69
1,5,425,0.3,17,1.7,23
1,3,357,0.3,21.2,2.1,36
1,5,1065,0.1,122.4,12.2,249
2,7,1506,0.35,108.65,10.85,106
1,5,595,0.2,33.1,3.3,109
1,4,912,0.4,111.5,11.2,269
1,3,684,0.2,141.2,14.1,156
1,2,124,0.3,31,3.1,157
1,3,327,0.5,12.7,1.3,151
2,6,714,0.4,25.9,2.6,199
1,5,335,0.4,13.4,1.3,93
1,5,980,0.1,106.2,10.6,118
2,7,1487,0.3,111.2,11.1,50
1,1,228,0.4,138.9,13.9,47
2,10,2220,0.25,114.1,11.4,107
1,2,238,0.5,15.2,1.5,4
1,5,1080,0.4,92.8,9.3,142
2,3,385,0.3,40.95,4.1,52
1,1,124,0.3,40.3,4,14
2,3,648,0.4,123.05,12.3,28
1,1,218,0.3,131.5,13.1,298
2,6,1360,0.2,120.95,12.1,7
1,5,1055,0.2,120.5,12,301
2,8,897,0.3,33.25,3.3,86
3,9,1221,0.333333333333333,49.3333333333333,4.93333333333333,113
1,1,119,0.2,34.2,3.4,145
2,6,1331,0.2,116.1,11.6,98
1,1,213,0.3,126.6,12.7,182
2,8,1253,0.3,68.75,6.85,64
1,3,648,0.3,116.6,11.7,130
1,3,399,0.2,45,4.5,153
1,3,186,0.5,20.7,2.1,99
1,1,133,0.4,42.4,4.2,83
1,5,1140,0.2,125.2,12.5,265
2,4,992,0.3,155.6,15.55,88
1,5,1120,0.3,110.4,11,86
1,4,912,0.2,129.8,13,316
1,1,78,0.2,78,7.8,216
1,1,248,0.5,155.6,15.6,79
1,4,784,0.4,84.6,8.5,129
1,2,266,0.5,39.7,4,210
1,5,1080,0.3,103.6,10.4,154
2,5,476,0.2,79.45,7.95,214
1,1,196,0.1,114,11.4,33
1,4,136,0.3,8.5,0.9,49
1,4,912,0.3,102.4,10.2,108
1,5,545,0.5,1.8,0.2,350
1,1,67,0.3,13.4,1.3,198
1,1,70,0.4,70,7,257
1,1,62,0.5,62,6.2,116
1,3,654,0.5,105.3,10.5,249
1,1,34,0.3,17,1.7,325
1,3,372,0.1,40.3,4,300
1,3,357,0.2,31.9,3.2,301
2,6,429,0.25,23.3,2.3,75
3,7,1196,0.233333333333333,81.1666666666667,8.13333333333333,45
1,1,124,0.5,37.8,3.8,354
1,4,136,0.4,8.5,0.9,297
1,5,350,0.2,14,1.4,117
1,5,1140,0.3,113.8,11.4,305
3,11,1626,0.3,80.6333333333333,8.03333333333333,43
1,5,425,0.4,17,1.7,45
1,3,633,0.4,105.7,10.6,258
1,4,488,0.1,37.1,3.7,204
1,3,186,0.1,20.7,2.1,10
1,1,78,0.2,39,3.9,266
1,1,124,0.4,34.1,3.4,207
2,4,521,0.45,36.45,3.65,126
1,1,216,0.1,133.8,13.4,138
1,4,912,0.4,111.5,11.2,109
2,2,392,0.15,113.05,11.3,2
2,8,917,0.3,22.75,2.3,79
1,1,67,0.5,13.4,1.3,201
1,2,426,0.2,124.5,12.4,220
1,2,448,0.4,126.1,12.6,72
1,1,78,0.4,39,3.9,59
1,5,1055,0.3,99.4,9.9,301
1,4,496,0.2,39,3.9,67
1,3,399,0.3,33.1,3.3,50
1,5,1080,0.3,103.6,10.4,42
1,3,357,0.3,28.3,2.8,230
1,2,68,0.4,8.5,0.9,95
2,9,1075,0.15,44.3,4.45,136
1,2,156,0.5,19.5,2,363
1,1,78,0.3,78,7.8,190
3,5,1077,0.433333333333333,117.066666666667,11.7,70
3,7,1348,0.3,83.1333333333333,8.3,177
2,6,1356,0.25,114.1,11.4,266
2,7,868,0.2,37.8,3.8,327
2,4,769,0.35,58.55,5.85,78
1,3,234,0.4,26,2.6,10
1,4,488,0.2,32.2,3.2,71
2,2,422,0.25,124.7,12.45,69
2,6,1388,0.4,134.7,13.5,25
2,2,295,0.4,57.9,5.75,142
1,2,436,0.1,133.6,13.4,236
2,4,706,0.25,77.15,7.7,110
1,3,210,0.3,23.3,2.3,190
3,7,647,0.4,31.7,3.16666666666667,75
1,5,1065,0.5,79.8,8,79
1,3,210,0.3,23.3,2.3,65
1,5,1120,0.4,99.2,9.9,193
1,1,248,0.3,160.6,16.1,43
3,12,2151,0.333333333333333,63.7666666666667,6.4,57
1,5,1080,0.3,103.6,10.4,276
1,1,62,0.4,62,6.2,153
1,1,133,0.2,47.7,4.8,217
1,1,119,0.5,33.1,3.3,14
2,7,994,0.15,65.75,6.55,22
1,2,456,0.1,138.9,13.9,10
1,1,133,0.3,49,4.9,70
1,3,372,0.2,36.6,3.7,344
1,1,228,0.3,141.2,14.1,100
2,7,1210,0.35,64.1,6.4,150
1,5,795,0.1,71.1,7.1,102
1,1,119,0.3,31.9,3.2,293
1,5,1090,0.2,116.2,11.6,2
3,5,712,0.333333333333333,58.4,5.86666666666667,40
1,3,210,0.3,23.3,2.3,200
2,4,388,0.5,30.3,3.05,135
1,2,156,0.3,19.5,2,194
2,8,816,0.15,17.9,1.8,72
1,2,422,0.1,122.6,12.3,246
1,2,68,0.4,17,1.7,289
1,5,1140,0.2,136.6,13.7,119
1,1,218,0.1,135.8,13.6,90
2,7,895,0.3,30.1,3,113
1,3,255,0.3,28.3,2.8,3
1,3,327,0.2,22.5,2.2,334
1,3,633,0.3,112,11.2,95
2,4,343,0.3,34.85,3.45,209
1,1,216,0.3,123,12.3,142
1,2,448,0.5,121.6,12.2,165
1,1,133,0.4,26.4,2.6,164
2,5,1063,0.4,113.95,11.35,141
2,7,652,0.2,28.9,2.9,51
1,4,636,0.4,53.6,5.4,85
2,5,878,0.35,52.9,5.3,101
2,6,978,0.3,85.85,8.6,41
2,7,1084,0.25,66.25,6.6,15
1,2,426,0.2,124.5,12.4,346
1,5,620,0.4,19.2,1.9,15
1,1,78,0.3,78,7.8,0
1,4,436,0.2,20.3,2,49
2,2,377,0.3,95.5,9.55,58
1,5,980,0.5,67,6.7,257
1,5,1140,0.2,125.2,12.5,205
1,2,456,0.5,102.4,10.2,170
2,5,795,0.1,75,7.5,156
1,4,864,0.3,92.8,9.3,94
2,2,330,0.25,71.9,7.2,249
2,4,523,0.35,38.65,3.85,182
1,4,636,0.1,72.6,7.3,13
1,1,133,0.2,50.3,5,223
1,3,588,0.5,86.6,8.7,15
1,1,62,0.5,62,6.2,198
1,2,496,0.5,143.2,14.3,209
1,4,896,0.3,117.1,11.7,211
1,5,1065,0.2,111.7,11.2,188
1,1,248,0.1,165.5,16.6,162
1,3,672,0.4,117.1,11.7,88
3,5,935,0.333333333333333,72.9666666666667,7.3,84
2,2,326,0.35,85.6,8.6,55
1,1,119,0.2,36.6,3.7,151
1,1,85,0.3,2.5,0.2,230
1,1,216,0.4,127.4,12.7,114
2,10,740,0.2,14.8,1.5,94
1,4,864,0.2,118.7,11.9,198
1,2,266,0.5,26.4,2.6,278
4,11,1861,0.35,77.2,7.7,86
1,1,213,0.3,126.6,12.7,282
1,1,133,0.4,47.7,4.8,233
1,5,595,0.3,9.3,0.9,87
1,1,124,0.2,31.6,3.2,65
2,5,840,0.3,66.65,6.7,132
2,4,433,0.25,33,3.3,94
1,3,633,0.3,99.4,9.9,292
1,3,672,0.5,110.4,11,112
2,5,602,0.3,63.75,6.35,56
3,11,1672,0.2,58.3333333333333,5.83333333333333,51
1,3,201,0.2,22.3,2.2,197
1,3,102,0.3,11.3,1.1,319
1,3,684,0.3,113.8,11.4,79
1,2,448,0.5,121.6,12.2,225
1,2,448,0.1,139.5,14,351
1,5,1065,0.1,122.4,12.2,358
2,6,789,0.4,30.25,3,63
1,1,211,0.3,120.5,12,318
3,6,872,0.266666666666667,86.2666666666667,8.63333333333333,73
1,1,70,0.1,14,1.4,58
1,1,109,0.4,24.6,2.5,166
1,1,85,0.4,1.6,0.2,27
1,1,78,0.2,39,3.9,89
1,1,85,0.5,0.8,0.1,243
3,8,1679,0.333333333333333,104.133333333333,10.4333333333333,151
1,2,432,0.4,118.7,11.9,55
3,9,1595,0.266666666666667,88.3666666666667,8.83333333333333,46
1,4,436,0.1,24.6,2.5,165
1,3,210,0.4,23.3,2.3,52
4,9,1495,0.35,76.25,7.625,32
1,1,78,0.2,15.6,1.6,105
2,3,364,0.3,77.4,7.75,109
1,2,244,0.2,37.1,3.7,101
1,5,1065,0.4,90.4,9,197
3,7,1062,0.366666666666667,43.6333333333333,4.36666666666667,98
4,13,1885,0.275,74.85,7.475,111
2,6,1328,0.3,113.9,11.4,22
2,6,612,0.4,7.6,0.75,197
1,5,390,0.2,15.6,1.6,244
3,9,930,0.433333333333333,52,5.2,26
2,7,738,0.35,35.6,3.55,138
1,1,78,0.2,15.6,1.6,126
2,3,589,0.4,87.1,8.7,45
1,1,109,0.5,23.6,2.4,192
1,4,268,0.2,16.8,1.7,357
3,11,1675,0.333333333333333,89.1,8.9,137
2,8,746,0.3,14.75,1.45,13
1,1,216,0.3,103.6,10.4,111
1,3,648,0.4,110.1,11,82
1,1,85,0.4,28.3,2.8,133
1,1,228,0.2,138.9,13.9,191
1,2,496,0.1,163,16.3,234
2,10,2480,0.35,124.6,12.45,42
1,4,496,0.3,29.1,2.9,96
1,4,784,0.2,100.3,10,134
1,1,78,0.5,15.6,1.6,183
1,1,211,0.2,126.8,12.7,67
1,5,1240,0.4,118.4,11.8,140
1,3,255,0.2,28.3,2.8,211
1,3,648,0.4,110.1,11,126
1,3,633,0.5,99.4,9.9,240
1,2,422,0.4,97.2,9.7,320
1,3,648,0.3,116.6,11.7,8
1,1,133,0.5,19.8,2,3
1,2,436,0.2,129.3,12.9,43
1,4,992,0.4,128.3,12.8,174
1,1,228,0.2,138.9,13.9,166
2,5,864,0.2,102.6,10.25,126
1,2,392,0.2,108.2,10.8,226
1,4,912,0.4,111.5,11.2,144
1,4,280,0.2,17.5,1.8,45
1,1,122,0.4,37.1,3.7,39
1,1,196,0.3,98.4,9.8,63
2,5,568,0.4,78.95,7.9,204
1,4,248,0.3,15.5,1.6,175
1,2,426,0.2,124.5,12.4,98
1,1,211,0.3,120.5,12,62
2,5,428,0.35,21.8,2.15,26
3,10,1412,0.3,56.5333333333333,5.66666666666667,97
1,3,648,0.4,110.1,11,129
2,4,364,0.15,28.1,2.8,63
1,1,119,0.3,35.4,3.5,332
1,2,448,0.3,130.6,13.1,136
1,3,210,0.4,23.3,2.3,8
1,2,140,0.1,17.5,1.8,302
1,1,119,0.3,31.9,3.2,307
1,5,335,0.4,13.4,1.3,0
1,2,456,0.2,129.8,13,321
1,1,248,0.1,165.5,16.6,226
2,3,330,0.2,72.8,7.3,116
1,2,448,0.4,126.1,12.6,279
1,1,124,0.3,31.6,3.2,150
5,10,1344,0.28,51.38,5.12,19
1,5,335,0.2,13.4,1.3,193
1,2,218,0.1,26.8,2.7,114
1,1,119,0.3,35.4,3.5,63
1,2,266,0.4,31.7,3.2,177
1,5,665,0.2,46.4,4.6,57
1,5,1065,0.2,111.7,11.2,228
3,8,1719,0.366666666666667,113.5,11.3333333333333,25
1,1,216,0.2,114.4,11.4,130
2,4,726,0.3,103.75,10.4,156
1,3,399,0.2,49,4.9,17
1,3,201,0.2,22.3,2.2,175
1,1,216,0.5,82,8.2,253
1,2,218,0.1,26.8,2.7,363
3,10,2200,0.266666666666667,128.466666666667,12.8333333333333,79
1,2,426,0.4,116,11.6,67
1,1,62,0.1,62,6.2,101
1,5,425,0.3,17,1.7,292
1,3,648,0.5,103.6,10.4,45
1,5,795,0.5,39.3,3.9,73
1,2,318,0.2,72.6,7.3,141
3,8,1492,0.266666666666667,103,10.3333333333333,0
1,2,156,0.4,19.5,2,260
1,2,134,0.2,16.8,1.7,83
2,6,954,0.25,91.95,9.2,75
1,1,70,0.2,70,7,30
1,3,639,0.3,113.8,11.4,308
4,15,2030,0.225,50.775,5.075,50
1,1,124,0.2,42.8,4.3,166
1,2,248,0.1,41.5,4.2,317
1,1,228,0.3,141.2,14.1,193
2,3,565,0.2,80.25,8,136
1,2,140,0.4,17.5,1.8,207
2,7,310,0.35,12.15,1.25,158
1,3,210,0.4,23.3,2.3,170
1,3,255,0.5,28.3,2.8,216
1,3,477,0.2,69.5,6.9,14
1,1,70,0.2,35,3.5,143
1,1,248,0.4,158.1,15.8,258
4,11,2214,0.4,102.475,10.225,5
1,3,210,0.3,23.3,2.3,178
3,4,328,0.266666666666667,48.7666666666667,4.9,56
1,4,872,0.2,120.6,12.1,243
1,1,211,0.2,128.9,12.9,303
1,5,665,0.2,46.4,4.6,218
1,4,312,0.2,19.5,2,72
1,5,1140,0.4,102.4,10.2,172
1,3,744,0.2,153.1,15.3,200
2,6,468,0.3,26,2.6,107
1,3,327,0.3,19.2,1.9,79
3,8,713,0.166666666666667,29.7333333333333,2.96666666666667,13
1,3,639,0.4,107.4,10.7,124
1,1,248,0.4,158.1,15.8,183
1,5,1120,0.1,132.8,13.3,47
2,9,1405,0.3,40.7,4.1,249
1,1,211,0.3,124.7,12.5,322
2,5,979,0.25,81.65,8.2,188
1,5,980,0.2,96.4,9.6,285
